article_title,venue,article_link,cluster_id,support,support_fraction,models_present,actionable,impact,evidence,avg_confidence,centroid_confidence,SOUND,PRECISE,CATEGORY
DUETCS: Code Style Transfer through Generation and Retrieval,ICSE/ICSE 23/45.pdf,https://github.com/LUH-DBS/Binger/tree/main/DuetCS,5,1,1/5,gpt,Use both generation and retrieval modes together and select the best result based on content and style similarity to improve style transfer accuracy.,"Improves accuracy, with default DUETCS achieving 55.8% computational accuracy and retrieval mode 48.1%.","Table I: default DUETCS AC 55.8%, retrieval mode AC 48.1%, generation mode AC 21.3%.",0.9,0.9,YES,YES,NONE
RACK: Code Search in the IDE using Crowdsourced Knowledge,ICSE/ICSE 17/2.pdf,http://www.usask.ca/**,1,2,2/5,deepseek|mixtral,Mine keyword-API associations from Stack Overflow and use them to translate natural language queries into relevant API classes for code search.,Improves the accuracy of code search by better capturing developer intent and mitigating vocabulary mismatch issues.,"Experiments using 150 code search queries showed that RACK suggested at least one relevant API class for 79% of the queries within the Top-10 API suggestions, outperforming a state-of-the-art approach.",0.9333,0.95,YES,YES,Documentation Practices
RACK: Code Search in the IDE using Crowdsourced Knowledge,ICSE/ICSE 17/2.pdf,http://www.usask.ca/**,2,2,2/5,deepseek|mixtral,Integrate GitHub search API into IDEs for IDE-based code search and convenient result display.,"Allows developers to perform code search within their preferred development environment, reducing context-switching overhead.",The RACK tool integrates GitHub search API in the backend for collecting relevant source code files and displays results within the Eclipse IDE.,0.925,0.95,YES,YES,NONE
RACK: Code Search in the IDE using Crowdsourced Knowledge,ICSE/ICSE 17/2.pdf,http://www.usask.ca/**,4,1,1/5,deepseek,Optimize your query reformulation engine for real-time performance by applying Java multithreading.,Ensures quick response times (≤10 seconds for query reformulation and ≤2 seconds for code search) for a seamless developer experience.,RACK's performance optimization using Java multithreading achieves average response times of ≤10 seconds for query reformulation and ≤2 seconds for code search.,0.9,0.9,YES,YES,Code Standards and Maintainability
RACK: Code Search in the IDE using Crowdsourced Knowledge,ICSE/ICSE 17/2.pdf,http://www.usask.ca/**,3,1,1/5,deepseek,Leverage Stack Overflow Q&A data to mine keyword-API associations for query reformulation in your code search tool.,"Mitigates the vocabulary mismatch problem faced by traditional code search engines, improving result relevance.","RACK's keyword-API mapping database is constructed from 344K Stack Overflow questions and answers, enabling effective query reformulation with KAC (Keyword-API Co-occurrence) and KKC (Keyword-Keyword Coherence) scores.",0.875,0.95,YES,YES,NONE
RACK: Code Search in the IDE using Crowdsourced Knowledge,ICSE/ICSE 17/2.pdf,http://www.usask.ca/**,5,1,1/5,deepseek,Conduct user studies to evaluate the effectiveness of your code search tool in real-world development scenarios.,"Validates tool usability and identifies areas for improvement, enhancing developer satisfaction and productivity.",Future work plans include conducting an exhaustive user study with RACK to assess its practical benefits and gather feedback from developers.,0.8,0.8,YES,YES,Automated Testing and Quality Assurance
- Please Don’t Go Increasing Women’s Participation in Open Source Software,ICSE/ICSE 21/42.pdf,https://cwiki.apache.org/confluence/,1,4,4/5,deepseek|gpt|mixtral|qwen,Issue a code of conduct statement for the OSS project.,Attracts and retains women contributors.,"Strategies suggested by previous work to attract and retain women include issuing code of conduct statement [9,10,11].",0.875,0.9,YES,YES,Community Collaboration and Engagement | Project Management and Governance
- Please Don’t Go Increasing Women’s Participation in Open Source Software,ICSE/ICSE 21/42.pdf,https://cwiki.apache.org/confluence/,3,4,4/5,deepseek|gpt|mixtral|qwen,Promote women to leadership positions in OSS projects.,"Improves representation, visibility, and role models for other women, which can increase women's participation and satisfaction.",[7],0.8625,0.9,YES,YES,Community Collaboration and Engagement | Project Management and Governance
- Please Don’t Go Increasing Women’s Participation in Open Source Software,ICSE/ICSE 21/42.pdf,https://cwiki.apache.org/confluence/,5,4,4/5,deepseek|gpt|mixtral|qwen,Implement mentorship programs focusing on first social experiences for women.,Attracts and retains women contributors.,Strategies suggested by previous work to attract and retain women include focusing on the first social experiences through programs such as mentorships [13].,0.8625,0.9,YES,YES,New Contributor Onboarding and Involvement | Community Collaboration and Engagement
- Please Don’t Go Increasing Women’s Participation in Open Source Software,ICSE/ICSE 21/42.pdf,https://cwiki.apache.org/confluence/,2,4,4/5,deepseek|gpt|mixtral|qwen,Adopt feminist and social justice principles to attract and retain women in OSS projects.,"Encourages a more inclusive environment, which can increase women's participation and satisfaction.",[11],0.85,0.9,YES,NO,New Contributor Onboarding and Involvement | Community Collaboration and Engagement
- Please Don’t Go Increasing Women’s Participation in Open Source Software,ICSE/ICSE 21/42.pdf,https://cwiki.apache.org/confluence/,4,4,4/5,deepseek|gpt|mixtral|qwen,Provide dedicated spaces for women to build leadership capacity and engage in community development with norms consistent with their vision.,Attracts and retains women contributors.,Strategies suggested by previous work to attract and retain women include providing places for women to build their leadership capacity and to engage in the development of the community with norms and values consistent with their own vision [12].,0.85,0.9,YES,YES,New Contributor Onboarding and Involvement | Community Collaboration and Engagement
- Please Don’t Go Increasing Women’s Participation in Open Source Software,ICSE/ICSE 21/42.pdf,https://cwiki.apache.org/confluence/,6,4,4/5,deepseek|gpt|mixtral|qwen,Fix gender-bias issues in non-inclusive tools and infrastructure to attract and retain women in OSS projects.,"Encourages a more inclusive environment, which can increase women's participation and satisfaction.",[14],0.85,0.9,YES,NO,New Contributor Onboarding and Involvement | Community Collaboration and Engagement | Project Management and Governance
- Please Don’t Go Increasing Women’s Participation in Open Source Software,ICSE/ICSE 21/42.pdf,https://cwiki.apache.org/confluence/,7,2,2/5,gpt|qwen,Avoid setting quotas for women's participation.,Prevent questioning of stereotypes and the re-classification of work into gendered specialties.,Explicitly discouraged in Section II [15] as simply increasing proportions can lead to stereotyping and homophily.,0.875,0.85,YES,YES,Community Collaboration and Engagement | Project Management and Governance
- Please Don’t Go Increasing Women’s Participation in Open Source Software,ICSE/ICSE 21/42.pdf,https://cwiki.apache.org/confluence/,8,2,2/5,gpt|qwen,Avoid coding schools that exclusively train women in specialties where they are already overrepresented.,Prevent perpetuating disadvantages and gender homophily among female participants.,Discouraged in Section II [15] as it may reinforce gendered behavior and limit diverse career pathways.,0.875,0.85,YES,YES,NONE
Reverse Engineering Object-Oriented Applications Into High-Level Domain Models With Reoom,ICSE/ICSE 17/7.pdf,https://github.com/codehaus/javancss,1,3,3/5,deepseek|mixtral|qwen,Adopt Reoom to automatically pinpoint domain model classes in object-oriented Java applications during maintenance.,"Increases maintainer productivity by providing accurate, up-to-date high-level domain models without the time-intensive effort of manual documentation.","Reoom achieved better overall precision and recall than the competitor Womble across four third-party open-source applications and successfully scaled to larger projects (e.g., SweetHome3D) where Womble timed out after 24 hours.",0.9167,0.85,YES,YES,Code Standards and Maintainability
Reverse Engineering Object-Oriented Applications Into High-Level Domain Models With Reoom,ICSE/ICSE 17/7.pdf,https://github.com/codehaus/javancss,2,2,2/5,mixtral|qwen,"Use Reoom Light instead of the full tool when runtime performance is a priority, or prioritize analyzing local variables and method parameters over return types during static analysis configuration.",Provides a favorable tradeoff between execution speed and model accuracy while maximizing the recall of identified domain classes.,"Experimental results indicate that Reoom Light offers a good balance between Womble's performance and full Reoom's precision/recall, and that annotating call graphs with locals and parameters yields better recall than using return types alone.",0.85,0.85,YES,YES,Code Standards and Maintainability | Automated Testing and Quality Assurance
DroidBot: A Lightweight UI-Guided Test Input Generator for Android,ICSE/ICSE 17/1.pdf,https://youtu.be/3-aHG,1,3,3/5,deepseek|mixtral|qwen,Use DroidBot as a test input generator for Android apps.,Improved app exploration and triggering of sensitive behaviors in malware analysis.,Figure 3 shows that DroidBot triggered more sensitive behaviors than Monkey in a proof-of-concept example of using DroidBot in malware analysis.,0.8833,0.9,YES,YES,Automated Testing and Quality Assurance
DroidBot: A Lightweight UI-Guided Test Input Generator for Android,ICSE/ICSE 17/1.pdf,https://youtu.be/3-aHG,3,3,3/5,deepseek|mixtral|qwen,Use DroidBot for compatibility testing of Android apps.,"Able to test an app on different devices without instrumentation, reaching more UI states in a shorter time compared to Monkey.",Section IV.A: Compatibility Analysis,0.8833,0.9,YES,YES,Automated Testing and Quality Assurance
DroidBot: A Lightweight UI-Guided Test Input Generator for Android,ICSE/ICSE 17/1.pdf,https://youtu.be/3-aHG,2,2,2/5,mixtral|qwen,Utilize the built-in scripting feature to customize generated test inputs during compatibility testing.,"Enables developers to reach more UI states in significantly less time compared to random input generators like Monkey, accelerating maintenance and bug detection.",The text explicitly notes that DroidBot reaches 'more UI states in much shorter time compared to Monkey' and highlights the scripting feature for customizing inputs in this scenario.,0.825,0.85,YES,YES,Automated Testing and Quality Assurance
